mass,year,mint,condition
3.14,1975,1,2
2.81,1966,4,1
3.03,1976,3,1
2.86,1979,2,1
3.17,1967,1,2
3.2,1977,4,2
3.38,1972,2,2
2.73,2020,3,1
2.89,1960,4,1
3.02,1980,3,2
2.62,1989,3,2
2.44,1987,3,1
2.95,1960,3,2
2.56,2014,1,2
2.86,1960,3,2
3.03,1966,1,2
3.14,1979,3,2
2.57,2001,2,2
2.66,2016,1,2
2.74,2006,4,2
3.12,1962,3,2
3.09,1977,2,1
3.04,1961,2,1
3.15,1968,2,2
2.8,1981,2,1
2.46,1983,1,2
3.08,1975,1,2
3.02,1980,4,1
2.56,2011,4,1
3.01,1969,1,1
3.05,1963,2,2
2.88,1978,2,1
2.95,1973,2,1
2.78,1985,4,1
2.65,2017,3,2
2.42,2002,2,1
2.78,2000,3,2
3.24,1972,3,1
2.89,1964,4,2
3.25,1974,3,2
3.21,1980,2,1
2.98,1972,2,2
3.07,1978,1,2
2.8,1965,3,1
2.95,1970,2,2
2.82,1962,4,1
2.81,1975,2,2
2.54,1990,3,1
3.32,1960,4,2
3.16,1965,4,2
3.21,1963,4,2
2.68,1985,4,1
2.53,1982,4,1
2.93,1965,1,1
2.98,1977,4,1
3.16,1961,1,1
2.57,2001,1,2
3.04,1978,2,1
2.64,1999,4,2
2.91,1972,1,2
2.94,1974,2,1
2.99,1967,1,2
2.47,2020,3,2
2.62,1999,2,1
2.89,1965,4,1
2.46,1999,1,2
2.71,2006,4,2
2.97,1977,3,2
2.49,2002,1,1
3.21,1967,4,1
2.95,1973,1,2
2.72,2007,2,2
2.74,1995,3,2
2.77,2020,1,1
3.04,1966,1,2
2.64,1990,3,1
3.07,1968,3,2
3.15,1963,3,1
3.23,1979,2,1
3.06,1964,4,1
3.12,1961,1,2
3.26,1973,4,2
3.47,1979,3,2
2.84,1978,2,1
3.33,1972,4,2
3.1,1978,1,2
3.23,1968,2,2
2.84,1976,1,2
2.87,1963,3,1
2.48,1982,3,2
3.26,1974,4,2
2.66,1990,3,1
3.11,1971,3,2
2.53,1983,4,2
2.7,1996,3,2
2.39,2014,4,2
3.02,1971,4,2
2.91,1981,1,1
3.02,1978,2,1
2.53,1998,1,1
3.05,1965,4,1
2.4,1984,2,2
2.54,2014,2,1
2.49,1987,2,2
3.15,1981,2,2
2.73,1995,2,2
2.78,2016,1,2
3.11,1970,3,1
3.09,1982,4,1
2.39,2017,4,2
3.11,1976,4,2
2.64,1988,3,2
3.11,1977,4,2
3.1,1973,4,2
3.14,1982,1,1
2.46,1997,1,2
2.96,1961,4,1
2.31,2013,1,2
2.91,1982,1,2
2.5,2003,1,2
2.74,2006,3,1
3.34,1974,3,2
2.8,1962,1,1
2.49,1988,2,2
3.17,1970,4,1
2.93,1978,1,2
2.4,2015,1,1
3.05,1969,3,1
3.21,1979,3,1
2.88,1976,3,2
2.93,1971,3,1
2.9,1979,2,2
2.59,2015,1,1
2.75,1997,2,2
2.97,1977,4,1
2.87,1969,2,2
2.96,1977,3,2
2.72,1998,4,2
2.65,1986,2,2
2.52,1998,4,2
2.7,2008,1,1
2.92,1968,3,1
2.73,1997,4,1
2.69,1992,3,1
3.18,1967,1,1
3.03,1976,4,2
3.1,1967,4,1
3.15,1961,3,2
2.63,1989,3,1
2.53,1995,2,2
2.86,1977,2,2
2.64,1986,2,2
3.21,1980,2,2
2.81,1978,2,1
2.73,2005,2,2
2.52,2005,1,1
3.12,1981,2,2
3.1,1969,2,2
2.65,1986,2,2
2.7,1986,2,1
3.01,1965,4,2
2.53,2004,3,1
2.93,1977,4,2
2.96,1982,1,2
2.67,1998,4,2
3.21,1971,1,2
2.74,1989,2,1
3.11,1973,4,2
2.61,2005,3,1
3.38,1979,3,1
2.29,1990,3,1
2.82,1976,4,2
3.14,1982,3,2
2.8,1974,2,2
3.02,1977,4,2
2.95,1966,3,1
2.28,1982,3,2
3.05,1967,1,1
2.51,2007,3,2
2.57,2001,1,2
2.84,1973,3,2
3.19,1964,2,1
2.49,1989,4,1
2.39,1989,2,1
3.11,1973,3,2
2.99,1964,1,1
2.66,1990,1,2
3.35,1960,1,1
2.53,2010,3,2
2.65,1994,3,1
2.97,1977,2,1
3.06,1977,1,2
3.08,1963,3,1
3.24,1963,3,2
2.99,1962,1,2
3.26,1970,4,1
3.04,1974,4,1
3.24,1977,2,2
3.03,1966,4,2
3.1,1964,4,1
3.11,1970,4,1
3.32,1969,3,2
2.63,1986,4,2
2.68,1991,2,2
2.64,2010,3,2
3.04,1964,4,1
2.3,2004,4,1
3.32,1971,4,1
3.01,1968,3,1
2.62,2017,1,2
2.92,1981,3,2
3.12,1971,3,1
3.3,1976,2,2
2.81,1971,2,1
2.88,1981,2,2
3.08,1969,2,1
3.28,1979,2,1
2.97,1969,3,1
2.89,1967,4,2
3.2,1968,2,2
3.37,1975,4,1
3.01,1968,2,1
2.48,2006,4,1
3.15,1966,1,1
3.09,1971,1,2
2.68,2007,1,2
2.77,2006,1,2
3.08,1966,3,1
2.72,2013,1,1
2.8,1960,4,2
3,1973,2,2
2.5,1994,2,2
3.02,1967,1,1
2.66,2009,4,1
2.59,1995,4,2
3.11,1978,1,2
3.18,1978,4,1
2.73,2018,4,1
2.58,2006,3,2
3.05,1973,1,1
3,1970,3,1
3.43,1977,2,1
2.64,1982,3,2
2.85,1966,2,2
3.12,1961,3,1
3.07,1970,3,1
2.59,2004,4,2
2.44,2002,1,2
2.48,2019,1,1
2.61,2010,4,2
2.29,2020,1,2
2.98,1982,4,2
2.78,1988,4,2
2.79,2001,4,2
2.87,1965,4,1
3.4,1973,1,1
3.02,1969,2,2
3.27,1974,1,1
3.18,1964,4,2
3.21,1966,2,1
2.41,1986,3,2
2.81,1975,1,2
2.36,2011,2,1
3.31,1976,4,1
3.13,1970,4,2
3.08,1960,2,1
3.03,1969,2,2
2.85,1978,1,1
3.25,1979,4,1
2.69,2009,3,1
3.37,1972,1,2
2.42,1990,1,2
2.39,2006,3,1
2.61,1988,3,1
3.1,1972,3,2
2.55,2003,1,1
2.9,1970,1,2
2.96,1963,3,2
2.91,1977,2,1
2.46,2011,2,1
2.61,2007,3,1
3.21,1965,4,1
3.18,1960,2,2
2.91,1964,1,1
3.21,1961,4,1
3.17,1979,2,1
3.27,1971,2,1
2.74,1996,1,1
3.06,1978,4,1
3.05,1982,1,1
2.9,1960,2,1
3.05,1963,3,1
2.85,1962,2,2
3.03,1975,4,2
2.58,1985,2,1
2.6,1998,2,1
2.52,1989,3,2
2.66,2000,4,2
2.68,1991,3,2
3.15,1968,4,2
2.97,1967,1,1
3.1,1975,2,2
2.55,1999,4,1
2.93,1967,1,1
2.47,1986,1,2
2.33,1993,3,2
2.76,1982,3,2
2.52,1998,4,1
3.03,1973,3,2
3,1982,1,2
2.88,1977,3,2
2.81,1967,2,1
2.51,2001,2,2
3.06,1982,2,2
3.29,1960,1,2
3.27,1975,2,2
2.95,1962,4,1
3.05,1982,1,2
2.83,1973,4,2
2.88,1968,2,2
3.3,1968,4,1
3.15,1968,4,2
3.1,1962,3,2
2.59,2013,1,1
2.84,1971,3,1
2.98,1982,1,2
2.53,2015,4,1
3.16,1968,1,1
3.03,1981,3,1
2.82,1969,2,2
2.48,1988,4,2
3.08,1973,4,1
3.18,1981,3,2
2.59,2007,2,2
2.58,1988,3,2
3.3,1962,1,2
2.9,1967,1,2
3.38,1979,3,1
2.42,1987,2,2
3.05,1979,3,2
3.17,1961,3,1
3.01,1960,1,1
3.05,1979,2,2
2.76,1998,2,2
3.13,1972,3,2
2.62,2001,1,1
3.09,1981,1,1
2.16,2011,3,2
3.07,1960,3,1
2.94,1969,3,2
2.88,1964,2,1
2.88,1974,1,2
2.14,2014,1,1
2.63,2008,2,2
2.55,2014,3,2
2.47,2006,4,1
3.11,1962,2,2
2.65,2019,2,1
2.42,1989,1,2
3.03,1971,4,2
3.26,1975,1,1
3.1,1960,1,1
3.03,1977,2,1
2.43,1982,1,1
3.14,1961,4,1
2.59,2016,1,2
2.51,1999,3,1
3.07,1982,1,2
2.91,1964,2,2
2.46,2010,1,2
2.78,1998,1,2
2.49,1987,4,1
2.97,1972,2,2
2.76,2013,2,1
3.48,1968,4,1
2.87,1966,1,1
2.63,1993,2,2
2.34,2003,3,2
3.18,1973,2,2
2.33,1988,1,2
2.42,2003,1,2
2.9,1970,1,1
2.65,1985,4,1
3.03,1972,3,1
2.6,1997,4,2
2.51,1982,2,1
3.3,1968,2,2
2.69,1993,1,2
2.76,1985,3,1
3.06,1971,4,1
2.8,1981,2,1
3.17,1982,4,1
2.63,1987,3,2
3.09,1964,1,1
3.23,1967,2,1
3.01,1968,2,1
2.86,1974,3,1
3.23,1977,3,2
3.05,1975,1,2
3.05,1980,1,1
3.03,1973,4,2
3,1980,2,1
3.18,1962,2,1
2.95,1979,4,2
2.44,2017,4,1
3.12,1965,2,1
3.16,1980,1,2
2.5,2002,3,2
2.86,1976,2,1
3.08,1966,3,2
3.19,1978,1,1
2.79,2011,4,2
2.82,1963,2,2
2.92,1967,3,2
2.77,2006,2,2
3.07,1966,4,1
3.26,1968,3,1
3.02,1973,1,1
2.44,2019,4,1
2.6,2013,1,2
3.1,1972,3,2
2.54,2016,1,2
2.77,1988,4,1
3.05,1972,1,1
3.28,1982,2,1
2.36,2012,3,1
2.87,1964,4,1
3.07,1977,4,1
3.09,1964,1,1
2.94,1966,4,2
2.76,1999,1,2
2.57,2016,2,1
2.89,1967,3,1
2.94,1975,4,1
2.95,1963,4,1
2.52,2016,3,2
2.86,1961,3,2
2.56,2016,1,2
3.21,1971,2,1
2.65,2016,2,1
3.16,1978,4,2
2.84,1964,3,1
2.78,1995,2,1
3.2,1979,1,1
2.94,1964,2,1
2.64,1990,4,2
2.92,1980,4,2
2.66,2000,2,1
2.53,1995,2,1
2.57,1986,3,2
3.13,1960,4,2
3.23,1972,2,2
3.15,1964,2,2
2.89,1966,1,1
2.53,1998,4,1
3,1971,2,1
2.56,1995,3,2
2.58,2011,2,2
2.95,1980,4,2
2.29,2012,4,1
2.31,1990,3,2
2.75,1984,2,2
3.29,1960,2,1
2.85,1982,2,2
2.48,1991,3,1
2.74,1985,2,1
3.33,1979,1,2
3.53,1977,3,1
2.58,2012,2,1
2.88,1968,3,1
2.69,2001,3,2
3.03,1980,3,1
2.46,1986,3,2
2.82,1982,4,2
3.23,1972,4,1
3.14,1970,3,2
3.13,1975,2,1
2.95,1960,1,1
2.98,1975,1,2
2.6,1991,1,1
2.89,1964,4,1
2.93,1969,3,2
3.07,1973,4,2
2.49,2012,1,1
3.11,1968,1,1
3.08,1966,2,2
2.24,2010,3,1
2.67,2001,1,1
2.93,1977,1,2
2.61,1984,2,1
2.58,2013,3,2
3.15,1962,2,1
2.66,2006,4,2
2.81,1970,4,2
2.97,1966,2,2
3.13,1961,4,1
2.96,1970,4,1
2.41,2008,1,1
2.61,1982,4,1
2.59,1992,4,1
3.12,1978,3,1
3.36,1966,1,2
2.75,1993,4,2
3.26,1963,2,2
3.01,1978,3,1
3.18,1961,2,2
2.96,1977,1,2
2.78,1986,1,1
3.07,1970,2,2
2.85,1961,1,1
3.09,1965,1,2
2.98,1964,2,2
3.18,1977,3,1
2.89,1964,2,2
2.52,1991,3,2
2.79,2001,2,2
3,1965,4,1
2.7,2014,2,1
3.39,1969,3,2
3.11,1981,4,1
2.27,1982,2,2
2.96,1968,2,2
3.19,1976,2,2
3.1,1966,2,1
2.7,2009,4,1
3.08,1961,4,1
2.9,1974,4,2
2.91,1969,1,1
3.23,1962,1,1
2.64,1996,1,1
2.99,1966,3,2
3.02,1965,3,2
3.04,1964,2,2
2.76,2015,2,2
2.98,1972,2,1
3.05,1974,3,1
3.02,1974,3,2
3.05,1975,1,2
3.03,1974,3,2
3.12,1973,3,2
3.15,1974,4,1
2.78,1990,4,2
3.18,1975,1,1
2.86,1960,1,2
3.12,1967,2,1
2.96,1962,2,1
2.99,1979,3,1
2.53,1991,3,1
3.06,1971,2,1
3.17,1965,1,2
3.11,1972,1,2
2.8,1967,1,2
2.9,1970,4,1
2.48,1991,3,2
2.56,1993,1,2
2.99,1975,1,1
2.79,1982,2,1
2.75,1989,3,1
2.86,1971,4,1
3.29,1961,1,1
2.76,2020,1,1
3.13,1975,2,1
3.15,1982,3,2
3.02,1976,1,2
3.02,1960,3,2
3.15,1972,2,2
3.31,1970,4,2
2.8,1969,1,1
3.08,1971,2,2
2.97,1961,4,1
2.6,2010,1,2
3.05,1965,2,1
3.05,1970,4,1
2.96,1982,1,2
3.09,1963,4,2
3.06,1962,4,1
2.33,2014,1,2
3,1963,3,1
2.54,1982,4,2
3.38,1967,4,2
3.37,1978,2,1
2.59,2001,4,1
3.11,1965,1,2
2.61,1985,3,2
3.06,1975,1,1
2.59,2004,3,2
3.02,1979,2,2
3.04,1978,3,2
2.55,2015,2,1
2.81,1962,3,1
2.93,1976,2,1
3,1975,3,1
3.1,1979,4,1
3.06,1962,4,1
3.06,1971,3,1
2.96,1965,2,2
2.79,1988,4,2
2.49,1989,4,2
2.91,1975,3,2
3.1,1965,1,2
2.68,1983,4,1
2.67,1984,4,1
2.73,2006,4,1
3.05,1964,3,2
2.52,2014,3,1
2.4,1992,3,2
3.15,1982,4,2
2.65,1997,1,1
2.52,2017,2,2
2.45,1988,1,1
3.15,1968,2,1
2.86,1969,3,1
3.22,1962,4,2
2.58,1985,4,2
2.51,2008,1,2
3.08,1973,2,2
2.41,1985,4,1
2.56,1988,4,2
3.01,1970,4,1
2.81,1981,1,2
2.78,2011,3,2
2.57,2010,1,1
2.22,2007,4,1
3.24,1974,4,2
2.74,2007,1,2
3.02,1960,2,1
2.78,2020,2,1
2.44,1995,3,2
2.51,2004,3,2
3.09,1982,2,1
2.38,2013,1,2
3.04,1962,1,2
3,1972,4,1
3.17,1981,4,1
2.57,2019,1,2
2.71,1987,2,2
3.12,1961,2,2
3.03,1961,1,2
3.34,1961,2,1
2.78,2012,3,2
2.5,1998,2,2
2.6,2005,3,2
2.99,1971,3,1
3.44,1982,4,1
2.86,1973,3,1
3.13,1974,1,1
2.81,1980,3,1
2.72,1992,3,1
2.85,1962,2,1
2.92,1973,4,1
2.6,1988,2,2
2.69,2009,1,1
3.11,1966,3,2
2.95,1974,4,2
2.42,2018,4,2
3.38,1967,3,1
2.63,1987,3,1
3.1,1968,2,1
3.04,1962,4,1
2.42,2006,4,2
2.38,2000,2,1
2.99,1967,1,2
3,1981,3,2
3.14,1963,3,1
2.97,1961,4,2
3.05,1963,4,2
2.58,2015,4,2
2.68,1990,1,1
2.65,2012,4,2
2.51,2000,1,1
2.66,2003,4,2
2.63,1992,1,2
2.9,1965,1,2
2.91,1977,4,1
3.13,1976,1,2
3.2,1974,2,1
3.07,1969,3,1
3.07,1961,3,2
2.73,1990,1,1
2.95,1965,4,1
3.03,1969,4,2
2.78,1994,3,2
2.98,1973,3,1
3.43,1965,4,1
2.5,1984,3,1
3.34,1961,3,2
2.97,1963,4,1
3.07,1973,1,1
2.87,1976,1,2
2.65,1983,3,1
3.09,1966,2,1
2.97,1974,2,2
3.1,1962,4,1
3.28,1982,1,1
3.07,1976,3,2
3.25,1973,3,2
2.99,1982,1,1
2.58,2016,3,1
2.61,2007,2,2
3.16,1961,4,2
2.69,1984,3,2
3.13,1961,3,1
2.97,1982,2,2
3.17,1979,4,1
3.05,1962,4,2
2.7,2020,4,1
3.03,1973,2,1
2.94,1982,1,1
2.32,1998,4,2
3.29,1982,3,2
2.68,2007,4,1
2.65,1984,4,1
3.08,1968,1,1
2.93,1966,3,1
3.02,1977,4,1
3.11,1967,1,1
2.98,1965,2,2
3.01,1970,4,1
3.17,1982,3,1
2.42,2012,2,2
2.73,2004,2,1
3.03,1964,4,2
3.11,1980,2,2
3.11,1966,4,2
3.16,1972,4,2
3.34,1977,1,1
2.52,1991,4,2
2.99,1970,3,1
3.23,1970,1,2
3.02,1966,3,2
2.96,1978,3,2
3.03,1969,4,1
3.32,1981,3,1
2.86,1967,1,2
2.95,1967,4,2
2.19,1995,3,1
3.07,1981,1,2
2.58,1992,4,1
3,1960,4,2
3.14,1967,3,2
2.58,2020,4,2
2.5,1990,3,2
3,1977,1,1
3.04,1973,3,1
2.43,2018,1,1
3.06,1964,3,1
2.49,1986,4,2
2.7,1989,1,2
2.84,1981,1,2
2.58,1986,1,2
3.36,1971,1,2
2.45,2003,2,1
3.05,1981,3,2
3.2,1963,2,2
2.68,1983,2,2
3.08,1968,2,2
3.02,1980,1,2
2.71,1984,4,2
3.12,1977,3,1
3.35,1978,1,1
2.95,1970,1,1
2.64,2000,2,1
2.95,1960,3,2
3.19,1972,2,2
2.62,2020,2,2
2.47,2004,3,2
2.99,1971,2,2
2.74,2007,4,1
2.46,1990,4,1
2.41,1982,4,1
2.47,1999,2,1
2.79,1993,4,2
2.83,1970,3,1
2.95,1979,3,1
2.88,1973,2,1
2.63,1992,3,1
2.79,2006,2,2
3.22,1977,2,1
3.16,1977,4,2
2.72,2018,2,2
2.54,1983,3,2
3.42,1961,3,2
2.3,2014,4,2
3.35,1967,4,2
2.59,2010,3,2
2.84,1982,3,2
3.08,1966,4,1
3.14,1972,2,1
2.45,2004,3,1
2.78,1983,3,2
3.21,1982,3,1
2.47,2019,4,1
2.74,2015,1,1
2.76,1998,1,2
2.53,2009,1,1
3.09,1964,3,2
2.5,1999,3,2
2.72,2014,1,1
2.6,2020,4,1
3.17,1961,1,2
2.51,2012,3,1
2.82,1965,3,1
2.99,1969,1,1
2.63,2011,4,1
2.57,2002,3,2
3.27,1982,4,2
3.08,1960,4,1
3.16,1977,4,1
3.19,1980,1,2
2.83,1972,1,2
2.59,1984,4,1
2.41,2015,2,1
2.5,1993,3,2
2.5,1991,4,2
3.1,1981,3,2
2.79,2010,3,1
2.55,2000,2,2
2.99,1963,4,1
2.87,1979,1,2
3.13,1965,2,1
2.58,2020,2,2
2.98,1972,4,1
2.87,1965,1,1
2.95,1965,3,2
2.83,1982,3,2
2.72,1990,4,2
2.56,2008,1,1
2.68,2017,1,1
3.22,1965,4,2
2.86,1966,1,2
2.87,1981,1,1
2.53,1985,4,2
2.89,1978,1,2
3,1978,3,1
3.05,1962,3,2
2.72,1985,2,1
2.93,1960,3,2
3,1971,2,1
2.72,1986,4,1
2.83,1971,3,2
2.59,1998,2,2
2.53,2001,3,1
3.05,1971,3,2
3.09,1970,2,2
2.74,2009,3,1
3.1,1980,2,2
2.97,1975,2,2
2.67,2005,1,2
3.14,1966,4,2
3.46,1973,2,2
2.78,2017,1,1
3.14,1963,1,2
2.9,1969,3,2
2.91,1980,1,1
2.27,1998,2,2
2.7,2011,1,2
2.63,1985,4,2
2.64,2004,2,1
3.1,1960,4,1
3.24,1965,3,1
3.12,1971,3,1
3.2,1975,2,2
3.28,1965,3,1
3.18,1966,2,1
3.07,1982,4,2
2.47,2020,2,1
3.12,1975,1,1
3.17,1975,2,1
2.75,2019,3,1
2.73,1992,3,2
2.6,1988,1,1
2.85,1978,4,2
3.07,1966,1,1
3.29,1973,3,1
2.65,2004,2,1
2.95,1965,4,2
2.71,2018,3,2
3,1966,1,1
2.65,1986,2,1
2.68,2011,1,1
2.81,1964,3,1
3.06,1973,1,1
3.13,1966,1,2
2.46,2011,4,1
2.9,1963,1,2
3.03,1970,2,2
3.02,1973,3,1
2.85,1972,3,2
2.45,1993,4,1
2.4,2006,3,2
3.34,1967,3,2
2.89,1970,3,1
3,1964,2,1
2.86,1965,4,2
3.32,1961,4,2
3.03,1969,3,1
2.85,1979,4,2
3.22,1967,3,1
2.47,2019,1,1
2.97,1971,1,1
3.06,1977,4,1
3.09,1968,1,2
2.97,1970,1,1
2.74,1985,1,1
3.07,1974,4,2
2.75,2005,2,1
2.76,1993,3,1
2.55,1992,3,1
2.29,1991,2,1
2.61,2004,1,1
3.23,1963,2,1
3.24,1973,2,1
2.53,2018,1,2
2.5,2010,2,1
3.05,1963,3,1
2.98,1962,2,1
3.22,1978,2,2
3.02,1974,2,2
3.23,1967,1,1
3.11,1982,1,2
2.52,2017,2,1
2.29,2019,1,2
3.06,1962,3,1
2.47,1997,3,1
3.37,1962,3,1
3.04,1975,1,1
3.16,1971,2,2
2.84,1960,4,2
2.48,2016,2,2
2.64,2007,3,1
3.37,1974,4,1
3.37,1965,2,2
3.23,1974,4,1
3.19,1979,3,1
3.12,1974,2,2
2.59,1993,4,1
2.34,1984,2,2
3.12,1969,1,1
3.46,1972,4,2
2.8,1965,1,2
3.02,1972,3,2
3.1,1960,3,1
2.9,1967,2,1
3.14,1968,1,1
3.08,1971,2,2
3.3,1982,1,1
2.98,1968,4,1
3.14,1981,2,2
2.67,1983,4,1
3.12,1961,4,1
2.54,1984,2,1
2.67,1997,3,1
2.65,2006,3,1
2.83,1976,3,2
2.62,1993,3,1
2.67,2012,2,2
3.3,1961,2,1
2.67,1993,3,2
2.79,2004,2,1
2.48,2018,4,2
3.09,1962,3,1
2.46,2002,4,2
2.95,1964,4,2
2.8,1969,2,1
3.04,1973,1,2
2.46,1996,4,2
3.03,1964,1,1
3.11,1977,1,2
2.67,1995,4,2
2.73,1989,3,2
2.31,2019,2,2
2.69,2017,4,1
2.66,2005,4,1
2.85,1966,1,2
2.93,1981,2,2
2.99,1966,2,2
3.09,1970,1,2
2.61,1991,3,1
2.96,1975,1,1
3.03,1964,3,2
2.57,1993,3,1
3.04,1964,3,1
3.17,1973,3,2
2.74,2013,3,2
3.22,1966,4,2
2.9,1967,3,1
2.6,2001,2,2
2.18,1998,4,2
2.98,1966,4,1
2.56,2016,1,1
3.14,1969,2,1
3.28,1967,1,2
3.09,1968,3,1
3.27,1973,4,2
3.11,1977,3,1
2.8,1977,3,2
3.05,1963,2,2
2.62,2005,4,1
2.99,1968,3,2
2.37,1987,3,1
2.96,1981,1,1
2.88,1964,4,2
2.96,1960,3,2
2.58,1996,2,1
2.5,2012,2,1
3.24,1966,1,1
3.08,1967,4,1
3.38,1966,3,1
2.95,1967,3,1
2.36,1983,1,1
2.96,1966,4,2
3.16,1965,2,2
2.77,1984,4,1
3.22,1982,4,1
2.3,1986,3,2
2.59,1991,1,1
3.07,1978,2,2
2.83,1961,3,2
2.51,2015,1,2
3.01,1981,3,2
3.15,1962,2,1
2.97,1963,1,1
2.47,2009,1,2
3.27,1979,3,1
3.15,1962,4,2
3.14,1975,3,1
2.57,2001,1,1
3.12,1964,4,2
3.32,1978,1,2
3.05,1963,1,2
2.97,1980,4,2
2.65,2004,1,2
3.33,1964,3,1
3.21,1972,4,2
2.76,1990,3,2
3.02,1982,1,1
3.32,1975,3,1
3.21,1981,1,1
2.36,1998,1,1
2.74,2002,4,2
2.92,1979,2,1
3.21,1968,4,1
2.72,2014,4,2
3.21,1960,1,1
2.98,1964,2,1
2.47,2011,1,2
3.07,1969,1,1
2.78,2019,3,2
2.99,1966,4,1
2.95,1964,2,2
2.96,1976,1,2
2.99,1977,4,2
3.19,1982,3,1
2.71,1983,2,1
2.39,1996,2,1
2.69,1984,2,2
2.9,1974,2,1
2.59,2007,4,1
2.31,2012,1,2
2.97,1970,2,2
3.2,1970,4,1
2.9,1977,2,1
3,1973,4,2
2.45,1996,4,2
3.39,1971,3,2
2.81,1971,2,2
2.94,1977,2,1
2.84,1970,2,2
3.24,1967,2,1
3.02,1968,3,1
2.74,2007,1,1
3.34,1981,2,2
3.25,1967,1,2
3.14,1961,3,1
2.34,2003,2,1
3.15,1961,3,2
3.04,1972,1,2
3.06,1973,2,2
3.28,1962,2,2
3.01,1962,3,1
2.95,1968,1,2
3.02,1965,3,2
3.06,1961,3,1
2.55,1984,2,1
3.07,1971,1,2
3.21,1978,2,1
2.59,2005,1,2
2.58,1985,4,2
3.1,1969,2,2
2.79,2011,2,2
2.82,1969,4,1
3.06,1972,3,2
2.52,1984,1,2
2.6,1999,2,2
2.52,2003,2,2
2.94,1972,2,2
2.78,1984,4,1
2.82,1973,4,2
3.24,1967,3,1
2.83,1980,4,2
2.43,1996,2,1
2.76,2001,1,1
3.06,1982,4,2
3.09,1978,1,2
2.91,1964,2,2
2.95,1960,4,1
2.81,1970,3,2
2.54,2010,1,1
3,1978,1,1
2.23,2011,1,1
3.12,1967,1,1
3.11,1975,1,1
2.96,1961,2,2
2.96,1966,1,2
3.32,1974,3,1
2.58,1996,1,2
3.06,1962,1,1
2.61,2010,1,1
2.6,2020,1,2
2.76,2005,1,2
2.89,1965,2,2
2.43,1994,3,2
2.34,1984,4,2
3.19,1964,3,1
2.58,2015,4,2
2.8,1966,4,2
2.93,1964,4,2
2.71,2018,3,1
2.47,1995,4,1
3.18,1971,3,1
2.94,1981,3,2
2.97,1973,1,2
2.53,2013,1,1
2.56,1996,3,1
2.9,1966,2,1
2.68,1990,3,1
2.7,2012,2,1
3.06,1963,4,2
2.56,1982,4,1
2.51,2016,2,2
3.08,1975,1,1
3.07,1967,4,1
2.71,2008,1,1
3.06,1970,4,2
2.48,2000,4,1
3.04,1960,3,2
3.56,1982,3,2
2.91,1962,1,1
2.96,1972,2,2
3.32,1977,2,1
2.66,1982,4,2
3.07,1982,1,2
3.27,1972,4,2
2.97,1971,4,1
3.09,1960,1,2
3.02,1967,3,1
2.92,1969,2,1
2.47,1990,2,1
2.85,1961,1,1
3.2,1970,2,1
2.95,1969,1,2
2.49,2016,4,2
2.86,1972,1,1
2.89,1972,3,2
2.63,2006,2,1
3.13,1968,4,2
2.75,2013,2,1
2.42,2020,3,1
3.06,1976,2,2
2.69,1985,2,1
2.53,1986,3,2
3,1975,3,1
3.14,1966,3,2
3.18,1966,3,1
3.09,1966,3,2
2.98,1971,1,2
3.18,1961,3,2
2.78,2003,3,2
2.91,1960,1,1
3,1970,4,2
3.01,1977,4,1
2.76,2009,2,1
2.49,2010,4,2
2.93,1976,3,1
2.85,1965,1,2
3.24,1966,3,1
2.91,1965,2,2
2.77,1996,3,1
3.06,1964,1,1
2.64,1985,4,1
2.5,1993,4,2
2.77,2000,4,1
2.86,1981,2,2
3.11,1969,4,1
3.15,1968,2,1
2.95,1977,3,1
3.4,1982,4,1
2.62,1990,3,1
2.97,1963,4,2
2.99,1969,4,1
3.09,1977,2,1
2.53,2003,4,2
3,1982,2,2
3.41,1977,1,1
3.14,1974,1,2
3.09,1977,2,1
2.74,1995,1,1
3.11,1976,3,2
3.22,1961,1,1
2.63,2010,1,1
2.54,2001,2,2
2.89,1975,1,2
2.61,1998,4,1
2.71,1996,2,2
3,1976,2,1
2.91,1961,4,1
3.38,1978,3,2
2.45,2016,1,2
2.76,1998,3,1
3.26,1964,4,1
2.9,1967,2,1
2.76,1984,2,1
2.87,1981,4,2
3.03,1976,1,2
3.28,1961,3,1
2.86,1964,1,1
2.46,2012,2,2
2.31,1991,1,1
2.96,1970,1,2
3.16,1971,4,1
2.66,1989,4,1
2.65,1984,4,1
2.81,1982,3,1
2.75,2008,1,1
3.23,1978,3,1
2.5,1995,2,2
2.63,2008,4,2
2.69,1996,3,1
2.46,2002,3,1
2.58,2014,4,1
3.19,1982,2,2
2.41,2007,2,1
2.97,1963,2,2
2.92,1966,2,2
2.65,1982,1,1
3.09,1964,4,1
2.52,1994,2,1
2.44,1988,2,2
2.96,1965,2,2
2.92,1968,1,2
3.23,1975,1,2
3.38,1975,3,2
3.02,1974,1,2
3.19,1965,4,1
2.73,2014,2,1
2.73,1984,4,1
2.9,1978,3,1
2.68,2002,1,2
3.23,1967,2,2
3.08,1976,2,1
2.9,1973,2,1
2.65,1991,3,1
3.2,1973,4,1
2.54,2011,3,1
2.82,1960,3,1
2.96,1978,2,2
3.34,1960,3,1
2.79,1989,4,1
3,1969,4,1
3,1961,4,1
2.49,1984,4,1
2.84,1968,1,1
2.46,2009,3,2
3.2,1970,4,2
3.31,1974,2,1
2.7,2014,3,2
